ipv,ips,iaa,ieg,nÂº_av,ida,defasagem
6.68,7.52,9.0,9.7,2.0,6.3,0
10.01,3.14,8.5,9.7,2.0,8.4,0
7.675,3.14,0.0,9.5,2.0,5.4,-2
5.925,2.52,8.5,8.4,2.0,7.1,-2
10.01,7.52,9.5,9.9,2.0,7.3,0
10.01,7.52,0.0,7.6,2.0,7.5,-2
5.93,7.52,9.0,5.6,2.0,5.0,0
5.595,7.52,9.0,8.9,2.0,5.4,0
9.84,3.77,10.0,9.5,2.0,7.4,-1
8.01,3.77,0.0,9.5,2.0,6.0,0
9.84,7.52,9.5,9.7,2.0,7.8,-1
7.68,3.77,9.5,9.9,2.0,7.2,-2
8.255,7.52,0.0,9.6,2.0,7.3,0
6.43,2.52,7.9,9.5,2.0,6.4,-2
10.01,7.52,8.0,9.2,2.0,7.3,0
6.265,3.14,10.0,9.9,2.0,6.1,-2
7.095,4.39,9.5,6.9,2.0,5.1,-2
7.095,7.52,9.5,5.3,2.0,5.9,-2
9.51,3.77,9.0,10.0,2.0,6.8,-1
9.255,3.77,9.0,9.7,2.0,6.4,-1
9.67,7.52,8.5,10.0,2.0,9.8,0
9.67,7.52,8.5,9.8,2.0,8.8,0
9.0,7.52,9.0,8.8,2.0,9.0,0
7.6,2.52,8.5,8.2,2.0,7.8,0
9.0,7.52,9.5,7.9,2.0,7.5,0
9.67,7.52,9.0,8.4,2.0,7.7,0
9.67,7.52,9.0,9.6,2.0,8.7,0
9.67,7.52,0.0,9.8,2.0,9.4,-1
8.915,7.52,9.0,10.0,2.0,6.5,0
9.67,7.52,9.5,9.6,2.0,9.2,0
6.59,7.52,10.0,8.7,2.0,6.1,-2
7.5,7.52,8.5,8.4,2.0,4.2,-1
10.01,7.52,9.0,10.0,2.0,5.4,-2
10.01,7.52,0.0,9.5,2.0,7.9,0
9.085,7.52,9.0,7.7,2.0,7.2,-2
7.02,2.52,9.0,8.4,2.0,6.3,-2
8.175,7.52,8.0,10.0,2.0,5.0,0
7.0,2.52,9.5,8.9,2.0,7.1,-2
9.925,7.52,9.5,9.4,2.0,8.0,0
9.345,2.52,8.5,9.8,2.0,7.5,-1
10.01,7.52,10.0,9.1,2.0,7.9,-2
10.01,7.52,9.0,9.2,2.0,6.2,-1
10.01,7.52,9.0,9.6,2.0,8.2,-1
6.67,7.52,9.0,7.6,2.0,7.5,-1
6.84,7.52,8.5,9.2,2.0,7.9,0
7.0,7.52,9.5,9.4,2.0,9.3,0
6.67,2.52,9.5,6.1,2.0,5.6,-2
5.08,7.52,9.0,7.9,2.0,3.3,0
8.34,7.52,9.0,7.6,2.0,0.0,0
6.5,7.52,9.5,8.1,2.0,8.9,0
8.17,7.52,9.0,10.0,2.0,9.3,0
7.67,2.52,10.0,7.5,2.0,7.9,-1
9.09,7.52,9.5,9.7,2.0,8.4,0
8.675,3.77,10.0,9.3,2.0,8.0,-2
8.425,3.77,9.5,9.2,2.0,9.0,0
8.34,3.77,10.0,10.0,2.0,7.3,-1
7.09,3.14,7.4,8.8,2.0,8.3,0
8.005,3.14,0.0,8.3,2.0,7.7,0
8.675,3.14,9.5,8.8,2.0,8.3,-2
7.09,3.14,9.0,8.8,2.0,7.8,-2
8.59,3.77,8.0,9.4,2.0,8.3,-1
7.925,3.77,9.5,6.8,2.0,8.9,-1
6.34,3.14,0.0,9.5,2.0,6.9,-1
10.01,7.52,9.5,9.7,2.0,9.1,-2
8.425,7.52,10.0,9.0,2.0,7.3,-1
9.345,7.52,8.0,7.5,2.0,7.8,-2
8.34,7.52,9.0,9.8,2.0,5.9,-1
9.925,7.52,10.0,9.3,2.0,9.1,0
9.925,7.52,9.0,9.9,2.0,9.0,-1
9.84,7.52,10.0,9.8,2.0,9.3,0
10.01,7.52,10.0,9.5,2.0,9.2,-1
9.0,3.14,0.0,9.2,2.0,7.9,-2
10.01,7.52,9.0,9.6,2.0,9.3,-2
8.84,7.52,10.0,9.6,2.0,7.7,0
5.85,7.52,8.5,10.0,2.0,6.3,-2
8.665,2.52,0.0,8.7,2.0,6.2,-1
10.01,7.52,9.0,9.2,2.0,8.7,-1
7.175,7.52,0.0,9.1,2.0,6.8,-1
7.095,6.27,8.5,8.3,2.0,7.8,-1
8.08,7.52,9.5,9.1,2.0,8.0,-1
10.01,7.52,9.5,9.8,2.0,8.5,-1
8.5,7.52,8.5,9.4,2.0,7.2,-1
7.18,6.27,8.5,8.2,2.0,4.7,-1
7.675,7.52,10.0,10.0,2.0,5.0,-1
7.35,7.52,9.5,8.0,2.0,6.5,-2
10.01,7.52,9.0,9.7,2.0,8.3,-1
8.33,7.52,9.5,9.1,2.0,5.8,0
7.51,7.52,8.5,9.7,2.0,5.5,0
9.84,7.52,8.5,8.1,2.0,9.4,0
8.17,3.77,7.8,6.4,2.0,6.9,0
7.84,3.77,9.0,9.1,2.0,6.0,0
7.415,3.77,0.0,8.6,2.0,5.2,-1
9.34,3.77,9.0,9.1,2.0,8.8,0
7.67,7.52,7.9,9.2,2.0,6.5,0
8.34,6.27,9.5,9.2,2.0,8.6,0
8.085,5.02,8.5,7.4,2.0,5.8,0
9.34,3.77,9.0,9.8,2.0,8.6,0
9.51,6.27,9.5,9.6,2.0,6.0,0
9.34,5.02,0.0,9.8,2.0,6.3,0
9.755,2.52,10.0,10.0,2.0,8.7,-1
9.01,2.52,9.5,9.1,2.0,5.8,0
8.835,2.52,0.0,9.1,2.0,8.6,0
9.415,2.52,8.5,9.9,2.0,8.8,0
9.84,7.52,8.0,9.8,2.0,8.3,0
8.5,2.52,9.0,9.3,2.0,6.8,0
8.83,2.52,9.5,9.1,2.0,8.3,0
9.76,6.27,0.0,9.8,2.0,7.3,0
9.84,7.52,7.9,8.1,2.0,8.5,-1
10.01,2.52,9.5,8.1,2.0,8.3,-1
9.84,10.0,10.0,8.2,2.0,8.7,-1
10.01,7.52,0.0,8.5,2.0,7.8,-1
9.585,3.14,10.0,9.1,2.0,7.7,-1
8.84,3.14,9.5,8.2,2.0,8.0,-2
6.16,3.14,9.5,8.4,2.0,4.6,-2
10.01,3.77,9.5,9.8,2.0,8.6,0
8.67,3.77,7.9,8.5,2.0,5.2,-1
7.265,3.77,9.5,9.4,2.0,6.0,0
7.18,3.77,9.5,7.9,2.0,5.1,-2
10.01,3.77,10.0,9.2,2.0,8.6,-1
8.595,3.77,7.5,8.7,2.0,7.1,0
9.84,3.77,9.5,9.3,2.0,7.9,-2
9.84,3.77,9.0,9.4,2.0,8.3,-1
6.32,3.14,9.5,7.7,2.0,3.4,-2
8.92,3.77,0.0,8.3,2.0,5.9,0
8.585,3.14,0.0,8.8,2.0,8.2,0
8.92,3.77,8.5,9.4,2.0,7.0,0
9.505,3.14,0.0,8.9,2.0,8.3,-1
9.17,7.52,9.0,9.1,2.0,7.8,-1
8.92,7.52,9.0,9.7,2.0,7.0,-1
8.75,7.52,9.0,8.5,2.0,4.0,0
7.835,7.52,8.0,8.5,2.0,8.7,0
7.42,7.52,9.0,9.6,2.0,7.9,0
8.165,7.52,9.5,7.9,2.0,8.8,0
8.0,7.52,9.0,9.3,2.0,8.7,0
8.165,6.89,0.0,8.3,2.0,8.8,-2
7.68,7.52,9.0,7.4,2.0,8.3,0
7.5,7.52,9.0,8.6,2.0,8.4,0
7.01,3.77,8.0,9.1,2.0,8.6,-1
7.84,3.77,0.0,9.0,2.0,8.8,0
8.59,3.77,9.5,10.0,2.0,9.4,0
7.675,3.77,9.5,8.6,2.0,5.2,0
7.845,3.77,10.0,9.9,2.0,6.6,0
5.76,4.39,9.0,9.6,2.0,8.3,0
8.255,3.77,9.0,9.7,2.0,8.2,0
7.786666667,6.27,10.0,9.3,3.0,6.3,-1
7.446666667,7.52,8.5,8.0,3.0,6.9,-1
8.226666667,7.52,8.0,9.0,3.0,6.9,-1
7.73,7.52,10.0,9.5,3.0,6.7,-1
8.116666667,5.02,0.0,8.0,3.0,7.7,-1
8.06,7.52,8.5,9.3,3.0,8.6,-1
8.06,5.02,0.0,8.5,3.0,6.3,0
8.503333333,5.02,0.0,9.4,3.0,6.7,0
7.836666667,5.02,7.5,9.1,3.0,4.3,1
5.896666667,2.52,7.9,7.5,3.0,5.5,-1
8.056666667,2.52,10.0,9.1,3.0,6.1,0
7.893333333,3.77,8.0,9.2,3.0,3.3,0
7.893333333,3.77,8.5,8.5,3.0,4.7,0
9.06,6.27,10.0,10.0,3.0,9.1,0
6.173333333,3.77,8.5,8.3,3.0,6.0,-1
8.336666667,7.52,10.0,9.7,3.0,7.9,-1
8.336666667,6.27,8.0,8.8,3.0,7.3,-1
8.95,6.27,0.0,10.0,3.0,9.8,-1
8.95,7.52,8.5,9.8,3.0,8.0,0
7.836666667,7.52,8.5,8.9,3.0,7.5,0
7.78,7.52,0.0,9.1,3.0,6.4,-1
7.06,7.52,8.5,9.8,3.0,3.2,-3
8.113333333,2.52,8.5,9.9,3.0,5.7,0
7.613333333,7.52,9.0,9.3,3.0,5.8,-1
8.836666667,7.52,8.0,8.3,3.0,7.9,0
8.333333333,7.52,9.5,9.7,3.0,6.0,-1
6.893333333,7.52,8.0,9.6,3.0,6.8,-2
7.946666667,7.52,0.0,9.2,3.0,5.0,-1
8.56,7.52,8.5,9.0,3.0,8.0,-1
8.006666667,3.77,10.0,6.3,3.0,5.4,0
8.39,3.77,8.5,9.7,3.0,6.9,-1
8.45,7.52,7.5,9.2,3.0,8.3,-1
9.396666667,7.52,7.0,8.4,3.0,8.9,-1
7.39,7.52,7.4,7.7,3.0,4.6,-1
7.78,7.52,9.0,9.1,3.0,6.5,-1
7.006666667,7.52,8.0,8.8,3.0,5.9,-1
7.563333333,7.52,8.5,9.5,3.0,6.0,-1
9.006666667,7.52,9.0,8.9,3.0,7.9,-1
8.393333333,7.52,7.5,9.0,3.0,8.3,-1
7.78,7.52,0.0,8.3,3.0,5.8,0
8.67,5.02,10.0,8.7,3.0,7.8,-1
8.67,7.52,9.5,10.0,3.0,6.8,0
8.28,7.52,7.9,7.4,3.0,8.9,-1
8.336666667,7.52,8.0,9.3,3.0,6.0,0
8.336666667,3.77,0.0,9.6,3.0,8.0,-1
8.17,7.52,9.0,8.4,3.0,6.7,-1
8.503333333,5.02,9.0,9.3,3.0,8.0,-1
8.17,7.52,8.0,9.3,3.0,6.5,-1
8.056666667,7.52,8.0,9.9,3.0,6.2,-2
8.06,7.52,10.0,9.3,3.0,6.6,-1
8.003333333,7.52,10.0,7.2,3.0,3.3,-1
8.893333333,7.52,10.0,8.7,3.0,6.2,0
7.836666667,7.52,9.0,9.3,3.0,7.0,0
8.223333333,7.52,9.0,9.9,3.0,7.4,-1
8.166666667,3.77,0.0,9.9,3.0,7.9,-1
7.666666667,3.77,0.0,6.5,3.0,4.3,-1
8.166666667,3.77,8.0,9.6,3.0,7.5,-1
8.11,6.27,8.5,9.5,3.0,6.7,-1
7.833333333,6.27,10.0,7.9,3.0,2.5,-1
7.443333333,3.77,9.0,8.7,3.0,5.6,-1
8.336666667,7.52,8.0,9.7,3.0,6.1,-1
8.893333333,3.77,9.5,9.3,3.0,7.0,-1
8.446666667,7.52,0.0,8.5,3.0,5.9,-1
8.39,3.77,9.5,9.1,3.0,7.8,0
8.443333333,7.52,8.5,9.5,3.0,8.4,0
7.113333333,3.77,0.0,8.0,3.0,7.2,0
8.28,7.52,9.5,9.4,3.0,7.9,-1
8.166666667,2.52,9.0,6.0,3.0,5.6,-2
8.223333333,3.77,0.0,8.5,3.0,6.3,0
7.893333333,3.77,10.0,8.5,3.0,6.9,0
8.056666667,3.77,8.5,7.3,3.0,5.9,-1
8.5,3.77,8.5,9.5,3.0,8.2,-1
7.943333333,7.52,10.0,7.7,3.0,6.3,-1
8.223333333,6.27,9.0,9.2,3.0,7.2,-1
8.613333333,6.27,8.5,8.9,3.0,8.4,0
7.946666667,3.77,0.0,9.8,3.0,6.5,-1
7.833333333,7.52,0.0,9.0,3.0,5.3,0
8.67,7.52,8.5,9.8,3.0,9.0,-1
7.393333333,7.52,8.0,9.8,3.0,7.9,-1
8.393333333,7.52,0.0,9.0,3.0,8.1,-1
7.113333333,3.77,9.5,9.0,3.0,6.5,-1
6.836666667,3.14,9.5,5.6,3.0,6.7,-2
7.5,5.02,9.5,8.1,3.0,6.4,-1
7.393333333,5.02,7.5,7.5,3.0,3.6,-1
7.616666667,3.77,9.0,7.9,3.0,5.0,-2
7.223333333,3.14,0.0,8.0,3.0,7.4,-2
7.783333333,7.52,9.5,7.8,3.0,7.5,0
7.673333333,3.77,10.0,8.2,3.0,7.4,-1
8.616666667,6.27,0.0,9.1,3.0,8.6,0
7.45,3.14,8.5,7.6,3.0,6.8,-1
6.89,3.14,0.0,5.6,3.0,6.4,-2
7.836666667,7.52,8.5,8.6,3.0,6.6,-2
7.276666667,7.52,0.0,7.2,3.0,5.5,-1
8.56,7.52,10.0,9.6,3.0,8.5,-1
8.39,7.52,9.0,9.2,3.0,8.6,-1
7.223333333,7.52,0.0,7.0,3.0,3.5,-1
8.056666667,7.52,8.5,8.4,3.0,7.2,-1
8.113333333,7.52,8.5,9.6,3.0,8.1,0
7.723333333,7.52,0.0,8.1,3.0,5.3,-2
8.336666667,7.52,9.0,10.0,3.0,8.7,0
7.67,3.14,10.0,9.1,3.0,5.8,-2
8.62,7.52,8.5,7.9,3.0,8.2,-1
8.45,7.52,9.5,8.9,3.0,9.4,-2
8.223333333,7.52,8.5,8.5,3.0,6.0,-1
8.336666667,4.39,10.0,8.7,3.0,8.7,-1
8.17,7.52,8.0,7.5,3.0,6.8,-1
8.113333333,7.52,10.0,7.5,3.0,6.2,-1
8.283333333,2.52,7.9,9.8,3.0,6.9,0
8.783333333,7.52,10.0,9.5,3.0,7.3,-1
8.67,7.52,9.0,8.5,3.0,8.8,-1
6.72,7.52,8.5,7.0,3.0,2.7,-1
8.286666667,7.52,0.0,8.1,3.0,7.4,-2
7.393333333,7.52,6.9,7.4,3.0,7.0,-1
8.116666667,7.52,9.0,9.6,3.0,8.0,-1
8.12,7.52,9.0,9.7,3.0,8.4,-1
8.34,7.52,10.0,10.0,3.0,6.3,0
7.95,7.52,10.0,9.4,3.0,7.5,-1
8.283333333,7.52,10.0,9.5,3.0,8.5,-1
7.336666667,6.27,8.5,7.1,3.0,5.8,-1
8.116666667,7.52,0.0,9.0,3.0,6.9,-1
7.446666667,7.52,10.0,8.3,3.0,6.3,-1
7.62,3.14,10.0,8.7,3.0,5.4,0
6.94,3.14,10.0,8.0,3.0,3.1,-1
8.73,3.14,7.9,8.1,3.0,8.1,-1
8.673333333,2.52,10.0,9.8,3.0,7.6,-1
9.286666667,3.77,9.0,9.7,3.0,9.7,-1
8.673333333,3.14,9.0,8.6,3.0,5.7,-1
8.226666667,2.52,9.5,4.9,3.0,5.2,-1
9.23,3.14,9.0,9.4,3.0,8.4,0
8.836666667,3.14,9.5,9.7,3.0,9.3,-1
8.503333333,3.77,7.4,7.7,3.0,6.2,0
8.616666667,3.14,10.0,9.7,3.0,7.6,-1
8.56,3.77,10.0,9.5,3.0,7.4,-1
8.673333333,3.77,9.0,8.6,3.0,5.7,-1
9.23,7.52,9.5,9.9,3.0,6.4,-1
8.84,7.52,0.0,9.3,3.0,6.3,0
7.89,7.52,9.5,9.5,3.0,5.9,-1
8.56,7.52,0.0,9.2,3.0,7.8,0
8.84,7.52,8.5,9.8,3.0,8.6,-1
8.84,7.52,8.5,9.6,3.0,7.0,-1
8.003333333,7.52,0.0,7.2,3.0,4.8,-2
9.116666667,7.52,7.5,9.8,3.0,7.9,-1
8.783333333,7.52,8.5,6.6,3.0,6.2,-1
9.006666667,7.52,0.0,7.9,3.0,5.4,-1
9.283333333,6.27,9.0,9.9,3.0,9.2,-1
8.67,2.52,8.5,9.6,3.0,6.4,-1
9.283333333,6.89,8.5,9.3,3.0,9.0,-1
8.336666667,6.27,9.0,9.8,3.0,5.5,-1
8.226666667,7.52,9.0,7.8,3.0,7.1,-1
7.233333333,7.52,8.5,8.6,3.0,7.5,-1
8.446666667,6.27,7.3,8.7,3.0,5.2,-1
9.226666667,6.89,9.5,9.6,3.0,8.2,-1
8.446666667,6.89,9.0,9.4,3.0,7.0,-1
9.283333333,7.52,7.5,9.8,3.0,8.9,-1
8.446666667,7.52,0.0,7.3,3.0,4.9,-2
7.836666667,7.52,8.0,8.5,3.0,6.9,0
7.613333333,7.52,9.5,8.2,3.0,7.1,-1
8.893333333,7.52,0.0,8.3,3.0,9.5,0
8.67,3.14,9.0,7.8,3.0,5.8,-1
8.06,7.52,9.5,8.4,3.0,3.9,0
7.446666667,5.64,0.0,8.3,3.0,9.0,-1
6.95,7.52,9.0,8.1,3.0,6.1,-1
8.17,5.64,9.5,9.6,3.0,8.3,-1
7.063333333,5.02,0.0,8.6,3.0,6.5,-1
8.17,7.52,8.0,9.5,3.0,8.5,-1
7.946666667,7.52,9.0,9.4,3.0,6.5,-1
7.12,7.52,0.0,7.5,3.0,7.6,0
7.506666667,7.52,8.0,9.3,3.0,9.4,-1
6.396666667,7.52,9.0,8.6,3.0,3.5,-1
7.89,6.89,9.5,8.8,3.0,5.4,0
7.613333333,7.52,10.0,8.4,3.0,6.2,1
7.173333333,6.27,10.0,8.6,3.0,6.9,-1
8.116666667,6.27,9.0,8.5,3.0,7.3,-1
9.6375,2.52,9.0,10.0,3.0,9.7,0
8.84,2.52,9.5,9.6,3.0,6.0,0
8.7125,5.0,9.0,8.6,3.0,6.7,0
9.17,2.52,8.0,9.3,3.0,5.9,0
9.045,2.52,0.0,8.8,3.0,6.2,-1
8.71,2.52,6.9,9.0,3.0,6.8,-1
8.71,5.0,0.0,7.1,3.0,8.3,-1
6.885,2.52,5.3,8.7,3.0,3.5,-2
7.8775,2.52,0.0,9.8,3.0,6.0,-1
8.7525,2.52,8.4,6.4,3.0,6.2,0
9.0025,5.0,0.0,9.6,3.0,5.5,-1
9.7625,2.52,9.0,10.0,3.0,9.7,0
9.0075,2.52,9.5,9.7,3.0,7.5,0
9.26,5.0,8.5,9.9,3.0,9.5,0
8.8775,2.52,9.0,9.7,3.0,8.5,-1
9.0075,2.52,7.9,7.9,3.0,5.8,0
8.3375,2.52,9.5,9.6,3.0,5.0,0
8.4225,2.52,0.0,9.7,3.0,7.3,0
6.8,2.52,6.4,7.5,3.0,3.6,-1
8.6725,2.52,6.4,8.6,3.0,7.5,0
8.755,2.52,9.0,8.4,3.0,7.4,-1
8.2975,2.52,5.3,6.8,3.0,6.4,-2
8.505,2.52,0.0,9.6,3.0,8.9,-1
7.13,2.52,9.0,8.1,3.0,7.6,-1
8.13,5.0,7.9,10.0,3.0,1.5,-1
8.59,2.52,10.0,10.0,3.0,6.5,-2
8.4225,2.52,9.5,9.5,3.0,5.0,-1
8.38,5.0,6.8,10.0,3.0,7.5,0
8.59,2.52,9.5,10.0,3.0,7.7,0
8.38,2.52,8.4,10.0,3.0,6.8,0
8.7175,2.52,10.0,9.8,3.0,9.3,0
8.0075,2.52,10.0,8.7,3.0,4.4,-1
8.13,2.52,0.0,9.8,3.0,6.7,-1
8.755,2.52,8.5,9.4,3.0,5.7,-1
8.0475,2.52,10.0,9.5,3.0,5.4,-1
8.84,2.52,8.5,8.1,3.0,8.6,-1
8.2975,2.52,7.9,10.0,3.0,6.6,0
8.7975,2.52,9.5,10.0,3.0,7.9,0
7.9225,2.52,9.5,9.8,3.0,6.8,-1
8.3375,2.52,9.0,9.5,3.0,7.0,0
7.88,2.52,9.0,9.6,3.0,9.0,-1
8.255,2.52,9.5,10.0,3.0,8.7,0
9.1725,2.52,8.5,9.0,3.0,9.5,-1
8.2975,2.52,7.8,9.8,3.0,6.9,-1
8.2975,2.52,7.0,9.3,3.0,9.2,0
8.3375,2.52,7.8,9.5,3.0,8.5,0
8.005,2.52,0.0,9.8,3.0,5.3,-1
7.5875,2.52,5.8,9.0,3.0,8.4,0
7.92,2.52,10.0,9.7,3.0,9.0,-1
6.7125,2.52,4.1,9.0,3.0,6.6,-1
7.0025,5.0,0.0,7.1,3.0,5.6,0
6.9175,5.0,8.5,8.5,3.0,6.7,0
7.46,5.0,10.0,8.8,3.0,5.7,0
7.42,2.52,6.4,9.2,3.0,8.9,-1
8.0875,2.52,9.5,9.9,3.0,9.6,0
7.7525,5.0,9.5,9.8,3.0,8.8,-1
7.92,5.0,9.0,8.5,3.0,8.2,-1
7.92,2.52,0.0,8.1,3.0,5.4,-1
6.96,5.0,9.5,8.6,3.0,5.4,-2
7.92,2.52,9.5,9.5,3.0,6.4,-1
7.92,5.0,9.5,8.1,3.0,8.5,-1
8.34,2.52,9.0,9.6,3.0,5.2,-1
8.283333333,5.0,10.0,9.2,3.0,7.1,0
8.116666667,5.0,0.0,7.2,3.0,5.3,0
7.56,5.0,9.5,9.5,3.0,7.5,0
8.673333333,2.52,0.0,9.9,3.0,6.8,-1
8.006666667,5.0,9.0,8.7,3.0,5.0,0
8.84,2.52,9.5,8.6,3.0,8.5,-1
8.95,5.0,8.5,8.8,3.0,7.1,0
8.173333333,5.0,6.9,8.2,3.0,8.1,0
7.726666667,5.0,10.0,4.1,3.0,4.0,-1
8.283333333,5.0,0.0,9.9,3.0,7.9,-1
8.226666667,2.52,8.5,9.6,3.0,5.9,-1
8.95,5.0,9.0,9.4,3.0,5.6,0
8.95,2.52,0.0,9.1,3.0,6.2,-1
8.283333333,2.52,9.0,9.1,3.0,7.4,-1
7.39,2.52,7.4,8.6,3.0,4.7,-1
8.953333333,2.52,10.0,9.9,3.0,8.7,0
8.506666667,5.0,10.0,9.4,3.0,7.4,-1
9.063333333,2.52,5.7,10.0,3.0,6.4,-1
8.726666667,2.52,6.4,9.7,3.0,6.2,0
8.45,5.0,9.5,9.8,3.0,6.6,-1
8.393333333,2.52,10.0,8.6,3.0,5.4,-1
8.673333333,2.52,9.0,8.8,3.0,8.4,-1
6.946666667,2.52,7.4,8.1,3.0,3.9,-1
7.84,2.52,0.0,9.7,3.0,8.4,-1
8.673333333,2.52,0.0,9.0,3.0,6.0,-1
9.173333333,2.52,0.0,7.2,3.0,5.7,-1
9.62,5.0,10.0,8.2,3.0,8.9,0
8.003333333,5.0,8.5,9.3,3.0,5.1,-1
6.78,5.0,7.8,9.4,3.0,6.0,-3
6.0,2.52,0.0,8.4,3.0,4.0,-1
8.783333333,5.0,9.0,9.4,3.0,7.5,-1
8.283333333,5.0,0.0,9.3,3.0,4.7,-1
9.006666667,5.0,9.5,9.7,3.0,6.3,-1
9.006666667,2.52,7.8,9.8,3.0,6.5,0
9.396666667,2.52,8.5,9.6,3.0,7.2,-1
7.836666667,5.0,10.0,6.4,3.0,3.4,-2
8.95,2.52,0.0,8.2,3.0,8.2,-1
8.73,5.0,4.6,9.2,3.0,6.8,-1
8.01,5.0,7.0,7.9,3.0,7.6,-3
8.893333333,2.52,0.0,8.5,3.0,8.7,-1
8.173333333,2.52,0.0,8.9,3.0,5.4,0
8.616666667,2.52,9.5,7.9,3.0,6.3,-1
9.566666667,2.52,8.0,8.6,3.0,9.2,-1
8.23,7.52,8.5,9.6,3.0,8.7,-1
8.616666667,7.52,9.0,9.4,3.0,6.3,-1
8.56,2.52,9.5,9.0,3.0,5.8,0
9.343333333,2.52,8.0,10.0,3.0,8.4,0
7.173333333,7.52,0.0,6.0,3.0,5.0,-1
7.503333333,2.52,7.9,8.9,3.0,6.3,-1
9.286666667,2.52,10.0,9.5,3.0,8.5,0
8.56,2.52,8.5,9.8,3.0,4.9,0
7.116666667,2.52,4.0,8.1,3.0,7.3,-1
