number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_cv_recall_std,state
99,0.8740425531914895,2026-02-05 23:06:51.883385,2026-02-05 23:06:52.059879,0 days 00:00:00.176494,0.8870697714301834,0.34744840671729244,0.2117016300148398,4,2,480,0.5912351773697037,0.2999875969816142,0.6003888660220655,0.016720751237777425,COMPLETE
100,0.8306382978723403,2026-02-12 22:16:50.317143,2026-02-12 22:16:50.572732,0 days 00:00:00.255589,0.8982990026469979,0.30519715478579396,0.06519981492376446,4,1,403,0.948677104595322,0.26299605836552264,0.6517844523548012,0.02056688676356526,COMPLETE
101,0.8868085106382979,2026-02-12 22:16:50.940411,2026-02-12 22:16:51.170210,0 days 00:00:00.229799,0.868234754178455,0.3042499594979062,0.2422460727346379,3,2,420,0.6556609779059889,0.18551201160678657,0.7085599813844754,0.018568020620656513,COMPLETE
102,0.8868085106382978,2026-02-12 22:16:51.561572,2026-02-12 22:16:51.744613,0 days 00:00:00.183041,0.8458346331083111,0.3297223613180842,0.2777412794718583,3,2,456,0.7532243940264722,0.23013201337618208,0.720286461443898,0.013617021276595717,COMPLETE
103,0.8774468085106383,2026-02-12 22:16:52.103888,2026-02-12 22:16:52.337955,0 days 00:00:00.234067,0.8558331807828794,0.3452497033795359,0.2530208713529776,3,2,449,0.6882295119501993,0.25155615539781456,0.7339233905539704,0.008679182150796192,COMPLETE
104,0.8902127659574468,2026-02-12 22:16:52.738420,2026-02-12 22:16:52.963840,0 days 00:00:00.225420,0.8760843125778828,0.29601517383078174,0.22361544567965289,3,1,467,0.611533967784195,0.33389937817962434,0.6815464126323525,0.023677323818286886,COMPLETE
105,0.8961702127659574,2026-02-12 22:16:53.327706,2026-02-12 22:16:53.543020,0 days 00:00:00.215314,0.9074516386653706,0.3554195017489985,0.23883683290357674,3,1,494,0.5266869482484055,0.09375895229594663,0.686800769113479,0.01914420745396083,COMPLETE
106,0.901276595744681,2026-02-12 22:16:53.933296,2026-02-12 22:16:54.145383,0 days 00:00:00.212087,0.9054989579659412,0.35096788282036256,0.28709472275616366,3,1,498,0.5419895642387942,0.08711041961800714,0.6338692254757754,0.023981281367838926,COMPLETE
107,0.8876595744680851,2026-02-12 22:16:54.516405,2026-02-12 22:16:54.726435,0 days 00:00:00.210030,0.90297560764248,0.35539112961943614,0.1923333442409355,3,1,495,0.5094778061577878,0.0541310683485491,0.6915654803724224,0.01028344338178259,COMPLETE
108,0.8944680851063829,2026-02-12 22:16:55.096622,2026-02-12 22:16:55.292951,0 days 00:00:00.196329,0.9186733959879277,0.3915867536766881,0.2326800729490979,3,1,480,0.426780231550129,0.11117691470483367,0.6839848221184569,0.017933027664430178,COMPLETE
109,0.8851063829787232,2026-02-12 22:16:55.700187,2026-02-12 22:16:55.942644,0 days 00:00:00.242457,0.9156788817991688,0.38845979536440745,0.23185399802598539,4,6,481,0.43089161114036256,0.10162367821305711,0.6761196008707999,0.01398440572353613,COMPLETE
110,0.8902127659574468,2026-02-12 22:16:56.306815,2026-02-12 22:16:56.502739,0 days 00:00:00.195924,0.9081832446791708,0.43304027960239594,0.2072519164911657,3,1,493,0.4859657468280536,0.03118292640117913,0.7033894602614776,0.017729929068935862,COMPLETE
111,0.8902127659574468,2026-02-12 22:16:56.855832,2026-02-12 22:16:57.076804,0 days 00:00:00.220972,0.8864528223913908,0.37807919552930574,0.2880231081578102,3,1,471,0.5340324158645009,0.08510773958396434,0.6832605683401114,0.021429239680024102,COMPLETE
112,0.8902127659574468,2026-02-12 22:16:57.447759,2026-02-12 22:16:57.666516,0 days 00:00:00.218757,0.8907652326967683,0.39903054696444196,0.29972324928817085,3,1,481,0.8274084818660905,0.1299606158663821,0.6615793747086608,0.02056688676356521,COMPLETE
113,0.902127659574468,2026-02-12 22:16:58.033065,2026-02-12 22:16:58.278015,0 days 00:00:00.244950,0.9254465344271715,0.31914843842253404,0.2619873228341202,3,1,499,0.42440305294350356,0.10731581327742779,0.6516504176614335,0.0180537901579544,COMPLETE
114,0.9012765957446808,2026-02-12 22:16:58.633291,2026-02-12 22:16:58.835890,0 days 00:00:00.202599,0.9291844107595144,0.35666339496627647,0.2572102820175893,3,1,494,0.5212088636248439,0.10327851744025342,0.6223313619872521,0.02056688676356526,COMPLETE
115,0.8927659574468085,2026-02-12 22:16:59.202809,2026-02-12 22:16:59.436845,0 days 00:00:00.234036,0.9231355092118959,0.33515103957661285,0.23965719844713798,3,1,499,0.41955938505786283,0.09328944651181746,0.6182159871633093,0.017106171269992976,COMPLETE
116,0.8995744680851064,2026-02-12 22:16:59.810103,2026-02-12 22:17:00.060034,0 days 00:00:00.249931,0.9284597006201251,0.351644914899952,0.25548388955834866,3,2,492,0.45565387102958355,0.12231873409984674,0.6484261972023763,0.010965190405723527,COMPLETE
117,0.7974468085106383,2026-02-12 22:17:00.441763,2026-02-12 22:17:00.677152,0 days 00:00:00.235389,0.919304507792749,0.35345899854323193,0.04602716010304527,3,1,500,0.43645021580461085,0.030485874168415847,0.6370534742282505,0.023554642558464744,COMPLETE
118,0.8927659574468085,2026-02-12 22:17:01.065641,2026-02-12 22:17:01.268144,0 days 00:00:00.202503,0.9316838483172496,0.36246007859654683,0.257435437781623,3,2,487,0.37024503397848557,0.13411646571507427,0.6495418867575192,0.011853947469943919,COMPLETE
119,0.8800000000000001,2026-02-12 22:17:01.621363,2026-02-12 22:17:01.835181,0 days 00:00:00.213818,0.9115263578004106,0.3752326457571522,0.21844455643724267,4,1,493,0.4597108907480355,0.11264318621781408,0.62519810905447,0.012449990500704482,COMPLETE
120,0.8782978723404256,2026-02-12 22:17:02.202379,2026-02-12 22:17:02.415861,0 days 00:00:00.213482,0.9027315848096021,0.21629058162710896,0.18381345200797408,3,1,483,0.518897825943003,0.17264379511311684,0.6453565451887364,0.018173750216223486,COMPLETE
121,0.9004255319148935,2026-02-12 22:17:02.769465,2026-02-12 22:17:03.022499,0 days 00:00:00.253034,0.9419342378093412,0.4563569710240194,0.25448565780494387,3,2,493,0.4899197924611948,0.060876172881498894,0.6368180349373999,0.01028344338178263,COMPLETE
122,0.902127659574468,2026-02-12 22:17:03.382999,2026-02-12 22:17:03.616092,0 days 00:00:00.233093,0.9417546793265629,0.459627177028224,0.25712942475458705,3,2,493,0.40505273441176226,0.060354643542425916,0.6553961110803384,0.01522429261276451,COMPLETE
123,0.8919148936170214,2026-02-12 22:17:03.985136,2026-02-12 22:17:04.192530,0 days 00:00:00.207394,0.942136662209176,0.47143878650512533,0.2530929333785787,3,3,492,0.4835058598735088,0.029708249118550495,0.6113752323070976,0.01876204909365837,COMPLETE
124,0.8859574468085105,2026-02-12 22:17:04.550368,2026-02-12 22:17:04.783011,0 days 00:00:00.232643,0.9612291658386908,0.4781937315712837,0.19856444762969125,3,2,484,0.40363031452041404,0.06188136686260938,0.6360233702305425,0.015080889486527077,COMPLETE
125,0.8868085106382979,2026-02-12 22:17:05.155533,2026-02-12 22:17:05.380235,0 days 00:00:00.224702,0.9233951107310234,0.4696946011507047,0.2307095533387177,3,2,499,0.5762713690718254,0.1460576138927983,0.6532656440136257,0.014642255773689555,COMPLETE
126,0.8868085106382978,2026-02-12 22:17:05.722301,2026-02-12 22:17:05.915904,0 days 00:00:00.193603,0.9303074257822583,0.44832808924915246,0.28800279382591215,3,3,466,0.38165978009302026,0.1155333726165243,0.6236947579017856,0.015366357519376822,COMPLETE
127,0.912340425531915,2026-02-12 22:17:06.274351,2026-02-12 22:17:06.467687,0 days 00:00:00.193336,0.9378744522176313,0.4468785979783484,0.29955720263572994,3,2,491,0.45072828540091214,0.07933724875824494,0.642469645175394,0.020777115941674383,COMPLETE
128,0.8680851063829789,2026-02-12 22:17:06.828395,2026-02-12 22:17:07.023352,0 days 00:00:00.194957,0.6835684569462417,0.4853231009568991,0.2992039527513066,3,2,493,0.46042261590616484,0.001031897531531073,0.6383639166049532,0.01290702203242816,COMPLETE
129,0.8834042553191489,2026-02-12 22:17:07.401565,2026-02-12 22:17:07.597558,0 days 00:00:00.195993,0.9552431428792936,0.44437007018697045,0.2547361440185288,3,2,472,0.5364957500281616,0.08312635877573747,0.608247641648832,0.012794294790104575,COMPLETE
130,0.8842553191489362,2026-02-12 22:17:07.988486,2026-02-12 22:17:08.199021,0 days 00:00:00.210535,0.9418083106416149,0.456727335876629,0.2676088220745436,4,2,488,0.49733773526708924,0.04883344341389273,0.6558140336533428,0.014592704850623162,COMPLETE
131,0.8851063829787232,2026-02-12 22:17:08.599473,2026-02-12 22:17:08.804188,0 days 00:00:00.204715,0.9184829927493913,0.4982498260714302,0.28179319190247437,3,1,480,0.3342492092432078,0.0723413047042179,0.6713780714157324,0.015921946326697606,COMPLETE
132,0.8459574468085107,2026-02-12 22:17:09.159868,2026-02-12 22:17:09.368551,0 days 00:00:00.208683,0.937169620291899,0.4044083897884068,0.23460941246038647,3,10,477,0.41926201493490567,0.10043269369923902,0.6437467050578307,0.014087613069997338,COMPLETE
133,0.9004255319148935,2026-02-12 22:17:09.741625,2026-02-12 22:17:09.964219,0 days 00:00:00.222594,0.9517849609096749,0.18682493483084986,0.2534477260487092,3,2,492,0.441269318616605,0.11866352123477478,0.6304239576830853,0.016502739940140686,COMPLETE
134,0.8987234042553192,2026-02-12 22:17:10.320392,2026-02-12 22:17:10.538101,0 days 00:00:00.217709,0.9643722741305253,0.20500658202036037,0.25561635522711,3,3,499,0.45122709396037514,0.14772344042249647,0.6279104588009348,0.022899785612040348,COMPLETE
135,0.745531914893617,2026-02-12 22:17:10.894261,2026-02-12 22:17:11.118048,0 days 00:00:00.223787,0.9656724048098841,0.4579391036413254,0.024913145338318916,3,3,500,0.4510056152470223,0.13980225627843887,0.620473015722956,0.028659503388055733,COMPLETE
136,0.8689361702127659,2026-02-12 22:17:11.537545,2026-02-12 22:17:11.785682,0 days 00:00:00.248137,0.951197010186525,0.22836933422404537,0.21603715870591406,7,3,490,0.49096060995705565,0.1756433144133225,0.6320707747716799,0.016458791153884,COMPLETE
137,0.8936170212765958,2026-02-12 22:17:12.147696,2026-02-12 22:17:12.360086,0 days 00:00:00.212390,0.9274346645538083,0.18128943683048127,0.25236678990491657,3,2,500,0.36518828173566886,0.04806918108098728,0.6093758233225519,0.01785206550076852,COMPLETE
138,0.908936170212766,2026-02-12 22:17:12.726154,2026-02-12 22:17:12.927289,0 days 00:00:00.201135,0.9465150466231173,0.20889481159990175,0.2986163911624351,3,2,487,0.46519857770739265,0.08353976467055102,0.6475685575023875,0.01951888500626333,COMPLETE
139,0.8919148936170214,2026-02-12 22:17:13.289959,2026-02-12 22:17:13.514959,0 days 00:00:00.225000,0.9459932431975472,0.20907021955862748,0.2838808591058661,3,3,465,0.4687340044900045,0.15203626528123101,0.6471223830807881,0.01488753675279648,COMPLETE
140,0.8961702127659574,2026-02-12 22:17:13.882507,2026-02-12 22:17:14.082547,0 days 00:00:00.200040,0.9721432996938689,0.41600566649571513,0.2621106553238609,3,2,485,0.4455218861266544,0.022642062767671195,0.6383481325002645,0.021963383660534345,COMPLETE
141,0.9012765957446808,2026-02-12 22:17:14.441472,2026-02-12 22:17:14.647951,0 days 00:00:00.206479,0.9365198110169847,0.20244062141483293,0.2996146340318284,3,2,490,0.5012262172720359,0.08287669999983698,0.6582391002849328,0.013018773226194328,COMPLETE
142,0.8995744680851063,2026-02-12 22:17:15.001187,2026-02-12 22:17:15.197725,0 days 00:00:00.196538,0.9416874200143038,0.19246057217175438,0.2948177587241016,3,2,474,0.3975862530333231,0.07284083731183166,0.6559638810757542,0.018954091447932017,COMPLETE
143,0.897872340425532,2026-02-12 22:17:15.559839,2026-02-12 22:17:15.821198,0 days 00:00:00.261359,0.9373083691534154,0.1907616002787803,0.29635234262590365,3,2,474,0.417627780071472,0.07549852943326806,0.6607864762908168,0.018645874298048204,COMPLETE
144,0.9029787234042553,2026-02-12 22:17:16.184774,2026-02-12 22:17:16.432761,0 days 00:00:00.247987,0.9475931100284378,0.1992341046091172,0.2972611568370642,3,2,488,0.5086931630812597,0.06452264933192119,0.6545906459517266,0.009086875108111767,COMPLETE
145,0.9046808510638297,2026-02-12 22:17:16.815710,2026-02-12 22:17:17.039422,0 days 00:00:00.223712,0.9507974509476947,0.1947454700509754,0.283254556212094,3,2,463,0.4053073766881902,0.05043801598273802,0.6539528855491072,0.01028344338178263,COMPLETE
146,0.9004255319148935,2026-02-12 22:17:17.407348,2026-02-12 22:17:17.650453,0 days 00:00:00.243105,0.9504288599169844,0.19682210015613663,0.29698939920578543,3,2,467,0.3904037035656055,0.04771506631375504,0.6563100782741519,0.019144207453960827,COMPLETE
147,0.9046808510638297,2026-02-12 22:17:18.030665,2026-02-12 22:17:18.252261,0 days 00:00:00.221596,0.9559796659689622,0.186485238560389,0.27816414160081243,3,2,467,0.506468846519423,0.04766161538542856,0.6506608133001451,0.016935956376282917,COMPLETE
148,0.8953191489361702,2026-02-12 22:17:18.625100,2026-02-12 22:17:18.803539,0 days 00:00:00.178439,0.9546992313065991,0.17749181538920022,0.28340864170695096,3,2,462,0.5096609369126875,0.0417845947044631,0.6418815333186353,0.013880431004510682,COMPLETE
149,0.8919148936170214,2026-02-12 22:17:19.146182,2026-02-12 22:17:19.389501,0 days 00:00:00.243319,0.974311635392879,0.15985126512532016,0.29675662005790965,3,2,464,0.3862877219923681,0.00663967721667956,0.6561846368577335,0.010965190405723496,COMPLETE
150,0.9038297872340426,2026-02-12 22:17:19.747702,2026-02-12 22:17:19.976826,0 days 00:00:00.229124,0.9455095941636594,0.19798787061132492,0.27395066475395863,3,2,483,0.48943267433295057,0.05449460072850767,0.6344228955820882,0.010965190405723527,COMPLETE
151,0.9046808510638298,2026-02-12 22:17:20.373564,2026-02-12 22:17:20.626535,0 days 00:00:00.252971,0.9501790214162761,0.19825519488857304,0.29973630337795143,3,2,480,0.4770285595687514,0.05891819961166808,0.6329204355326706,0.01672075123777747,COMPLETE
152,0.902127659574468,2026-02-12 22:17:21.001382,2026-02-12 22:17:21.247125,0 days 00:00:00.245743,0.9479156002750487,0.18277964890970833,0.2702070320211499,3,2,482,0.4742726683456223,0.0637223951042307,0.6337525702247051,0.01637053962695433,COMPLETE
153,0.8910638297872341,2026-02-12 22:17:21.616661,2026-02-12 22:17:21.827895,0 days 00:00:00.211234,0.9377683426928861,0.1689669916022979,0.27305102105606616,3,2,481,0.4826914455066678,0.06148985604782952,0.6168122972389646,0.008762238417861237,COMPLETE
154,0.8748936170212765,2026-02-12 22:17:22.194042,2026-02-12 22:17:22.501050,0 days 00:00:00.307008,0.9598993312118136,0.14996698961776805,0.27259101226606,6,2,477,0.5091571623388326,0.024894709155398105,0.6364800903751205,0.025189189084168055,COMPLETE
155,0.9106382978723404,2026-02-12 22:17:22.882306,2026-02-12 22:17:23.142928,0 days 00:00:00.260622,0.9466392237889949,0.21559142253954944,0.29914800284887527,3,3,485,0.5431509427265726,0.0929010835715226,0.6433628814108143,0.01262331657377987,COMPLETE
156,0.8400000000000001,2026-02-12 22:17:23.497041,2026-02-12 22:17:23.734590,0 days 00:00:00.237549,0.934782647176265,0.21356475591964322,0.08883956315749961,3,3,484,0.5480687479421029,0.089170944987466,0.6472537486721324,0.016935956376282917,COMPLETE
157,0.8910638297872341,2026-02-12 22:17:24.115740,2026-02-12 22:17:24.348849,0 days 00:00:00.233109,0.9448837851710261,0.2002940151952067,0.2799543489759601,3,3,470,0.5846250019699927,0.08662583992937958,0.6677245264630018,0.021963383660534345,COMPLETE
158,0.8919148936170214,2026-02-12 22:17:24.733277,2026-02-12 22:17:24.945537,0 days 00:00:00.212260,0.9635677630772392,0.22718867411235308,0.2987969918284872,4,2,484,0.5225413805575004,0.03934685288750653,0.6258577752115595,0.01837194310206203,COMPLETE
159,0.8885106382978725,2026-02-12 22:17:25.300908,2026-02-12 22:17:25.569735,0 days 00:00:00.268827,0.9284694800071299,0.180848499691095,0.24138638109600255,3,2,459,0.5615798190790009,0.020983315277165022,0.6436668690611287,0.019666757460921412,COMPLETE
160,0.8919148936170214,2026-02-12 22:17:26.061816,2026-02-12 22:17:26.319182,0 days 00:00:00.257366,0.9508750883578704,0.21218426088206666,0.26893267511656443,3,3,476,0.46946013338290166,0.06745713052152141,0.6508623328549483,0.009925024501864312,COMPLETE
161,0.8885106382978722,2026-02-12 22:17:26.732352,2026-02-12 22:17:26.978426,0 days 00:00:00.246074,0.9393793948637491,0.19758641854767497,0.2631071672354524,3,2,486,0.5010814880196182,0.05607397740431041,0.6321732084650229,0.016893134673429084,COMPLETE
162,0.9004255319148935,2026-02-12 22:17:27.358987,2026-02-12 22:17:27.611833,0 days 00:00:00.252846,0.9800221085423757,0.173522375148931,0.28153855472495004,3,2,470,0.47998019750876464,0.09717387472866733,0.6211530135107184,0.009166237969590658,COMPLETE
163,0.8927659574468085,2026-02-12 22:17:27.993867,2026-02-12 22:17:28.234238,0 days 00:00:00.240371,0.945607202981659,0.1881163058662659,0.2471118857304042,3,2,491,0.5339659601272574,0.06283420545020481,0.6385317285259868,0.01329404200154322,COMPLETE
164,0.9063829787234043,2026-02-12 22:17:28.588903,2026-02-12 22:17:28.847653,0 days 00:00:00.258750,0.9322748772457934,0.20780227027325113,0.28204118457016997,3,2,479,0.4106681412733093,0.10035772640948314,0.660423688573864,0.017232729133035418,COMPLETE
165,0.897872340425532,2026-02-12 22:17:29.201845,2026-02-12 22:17:29.434759,0 days 00:00:00.232914,0.9253647985522174,0.2203731487675537,0.29901796852676993,3,2,478,0.4195258354997403,0.11113686736803385,0.6594520752622562,0.014241021728239604,COMPLETE
166,0.8910638297872341,2026-02-12 22:17:29.807885,2026-02-12 22:17:30.044562,0 days 00:00:00.236677,0.9138817265688872,0.20591269901051898,0.27786467160972034,3,2,446,0.4363591562831871,0.08573473415039141,0.6746771704556286,0.012215063910133857,COMPLETE
167,0.897872340425532,2026-02-12 22:17:30.390937,2026-02-12 22:17:30.635644,0 days 00:00:00.244707,0.9588422645864193,0.2288276302512638,0.22193990741512443,3,2,500,0.4060889716616467,0.03766457554220737,0.664310127964437,0.003806073153191137,COMPLETE
168,0.8663829787234041,2026-02-12 22:17:31.049750,2026-02-12 22:17:31.266812,0 days 00:00:00.217062,0.9332598588117538,0.16589025032818058,0.2989781971912544,3,7,482,0.5026772008287403,0.0027138905638109598,0.6484917382394597,0.009553167796018544,COMPLETE
169,0.8800000000000001,2026-02-12 22:17:31.702335,2026-02-12 22:17:31.936296,0 days 00:00:00.233961,0.9704154317153029,0.18777338948397093,0.2673113301320163,3,4,470,0.4693293405532451,0.10351459922133391,0.6084206452361289,0.015784882545524587,COMPLETE
170,0.902127659574468,2026-02-12 22:17:32.311494,2026-02-12 22:17:32.539710,0 days 00:00:00.228216,0.9541080524184495,0.2198071692348423,0.24338936255620502,3,2,461,0.3666261602876495,0.07735776942133543,0.653250156888426,0.014984524988645949,COMPLETE
171,0.897872340425532,2026-02-12 22:17:32.891047,2026-02-12 22:17:33.102670,0 days 00:00:00.211623,0.953119037186442,0.21957121310897984,0.24092035562134176,3,2,459,0.354410685253859,0.07351114992967028,0.6548188768893779,0.008073900408940553,COMPLETE
172,0.8953191489361702,2026-02-12 22:17:33.474239,2026-02-12 22:17:33.699596,0 days 00:00:00.225357,0.9489789040448603,0.19914216772963228,0.2779761363246094,3,2,485,0.3708046209735625,0.12392633078884122,0.6655993149847068,0.019886504588166664,COMPLETE
173,0.8953191489361702,2026-02-12 22:17:34.049295,2026-02-12 22:17:34.310256,0 days 00:00:00.260961,0.9234864767900351,0.20970682287379566,0.2594240643880235,3,2,476,0.3022847071433825,0.05016451111020465,0.6422211209938413,0.01933245394314986,COMPLETE
174,0.8944680851063829,2026-02-12 22:17:34.716191,2026-02-12 22:17:34.947198,0 days 00:00:00.231007,0.9331790736890531,0.17739029313350693,0.28185768099094993,3,2,462,0.3409097312202386,0.0836901469427548,0.6277787137992661,0.010561424379566673,COMPLETE
175,0.865531914893617,2026-02-12 22:17:35.323940,2026-02-12 22:17:35.567710,0 days 00:00:00.243770,0.959195394181238,0.2392881986032799,0.2301497856188642,3,2,491,0.4040871288836011,0.09476953899417204,0.9637840812967691,0.012508032729105573,COMPLETE
176,0.9012765957446808,2026-02-12 22:17:35.921551,2026-02-12 22:17:36.165089,0 days 00:00:00.243538,0.943664521663196,0.19738887030177918,0.299409785600795,3,3,450,0.43230816949842354,0.026453871271500038,0.6502076063173177,0.013828150475976091,COMPLETE
177,0.8893617021276595,2026-02-12 22:17:36.550980,2026-02-12 22:17:36.784510,0 days 00:00:00.233530,0.9440104258382983,0.1951205191718767,0.24771045663036387,3,3,470,0.43547396124250903,0.020957897532471098,0.6491057586611946,0.009703620639141574,COMPLETE
178,0.8936170212765957,2026-02-12 22:17:37.135492,2026-02-12 22:17:37.373787,0 days 00:00:00.238295,0.9675125391679129,0.21157324254795265,0.2662408623419738,3,3,451,0.5425512650798529,0.0386421531453309,0.635280643479468,0.020496331197944313,COMPLETE
179,0.8740425531914895,2026-02-12 22:17:37.729448,2026-02-12 22:17:37.990060,0 days 00:00:00.260612,0.9373376366682891,0.23238756254443332,0.2426328639873188,4,4,484,0.46284951826945564,0.0682356294965264,0.6613933918329211,0.020777115941674383,COMPLETE
180,0.8791489361702126,2026-02-12 22:17:38.348227,2026-02-12 22:17:38.564024,0 days 00:00:00.215797,0.6534170794170924,0.24931343201066689,0.2815209377214539,3,3,493,0.5204028395812583,0.10961459096111377,0.6452854862835229,0.024011465497303618,COMPLETE
181,0.8919148936170214,2026-02-12 22:17:38.931657,2026-02-12 22:17:39.152893,0 days 00:00:00.221236,0.9550897264085417,0.18311551887493283,0.28268191727795133,3,2,434,0.4172187276873438,0.053697400972688804,0.653538780177351,0.020247450644034572,COMPLETE
182,0.8995744680851063,2026-02-12 22:17:39.531278,2026-02-12 22:17:39.775348,0 days 00:00:00.244070,0.9462561868766709,0.2028986609464095,0.29720661431172835,3,2,476,0.48639937411179196,0.07803346281359443,0.669334513587418,0.013348414588389878,COMPLETE
183,0.833191489361702,2026-02-12 22:17:40.170063,2026-02-12 22:17:40.320410,0 days 00:00:00.150347,0.9126188034763694,0.2200335087789716,0.2621454709911372,3,2,190,0.4420344919429252,0.031005329857827137,0.6761850351279934,0.01508088948652713,COMPLETE
184,0.8987234042553192,2026-02-12 22:17:40.674323,2026-02-12 22:17:40.877123,0 days 00:00:00.202800,0.9303006651428841,0.2042948752920047,0.2998398687249296,3,2,443,0.3783018038801597,0.12267959919862627,0.6222558484782695,0.006808510638297883,COMPLETE
185,0.8885106382978722,2026-02-12 22:17:41.240274,2026-02-12 22:17:41.477817,0 days 00:00:00.237543,0.9228640572894478,0.1958133976143534,0.2610140196670581,3,5,460,0.4613799520118457,0.01705675893006408,0.6407995900866278,0.01852897111240615,COMPLETE
186,0.9004255319148935,2026-02-12 22:17:41.857853,2026-02-12 22:17:42.105634,0 days 00:00:00.247781,0.9384117520852503,0.18649348983741104,0.2791044016570879,3,2,487,0.4021301110494914,0.0991273216070781,0.6571429799952089,0.016281809761454432,COMPLETE
187,0.8970212765957447,2026-02-12 22:17:42.490341,2026-02-12 22:17:42.740858,0 days 00:00:00.250517,0.9011419405206565,0.17346611839299203,0.24693006520622343,3,2,467,0.48219166638795774,0.055698896844849514,0.6499012102409981,0.016458791153884003,COMPLETE
188,0.9029787234042553,2026-02-12 22:17:43.151333,2026-02-12 22:17:43.393353,0 days 00:00:00.242020,0.9627029703595469,0.216746511638625,0.29907710120489145,3,2,479,0.4249104123879481,0.07677028852470902,0.6317825048486745,0.014838804914181037,COMPLETE
189,0.8936170212765958,2026-02-12 22:17:43.753109,2026-02-12 22:17:43.981472,0 days 00:00:00.228363,0.9766743942296823,0.2192675288815436,0.22637822920452444,3,2,494,0.5598463233853878,0.06247627064421575,0.6140705227825092,0.02169795537699055,COMPLETE
190,0.8944680851063829,2026-02-12 22:17:44.356055,2026-02-12 22:17:44.573318,0 days 00:00:00.217263,0.9650446932350673,0.2127073810660261,0.2648912064709833,3,3,481,0.4284858574415997,0.07882886807556735,0.6325607392980003,0.01434238259264059,COMPLETE
191,0.902127659574468,2026-02-12 22:17:44.952586,2026-02-12 22:17:45.188249,0 days 00:00:00.235663,0.956892913085289,0.19405422113463974,0.28404028755327965,3,2,475,0.4491241043838503,0.09905149636796391,0.6418711138479191,0.020846721215175976,COMPLETE
192,0.9004255319148935,2026-02-12 22:17:45.539084,2026-02-12 22:17:45.806838,0 days 00:00:00.267754,0.9592036098860487,0.1948706260536941,0.2801951762535041,3,2,474,0.4482047277856371,0.0966756849106532,0.6299160222802371,0.010965190405723527,COMPLETE
193,0.9012765957446808,2026-02-12 22:17:46.169616,2026-02-12 22:17:46.419019,0 days 00:00:00.249403,0.9492800295266558,0.2057144740771042,0.2987690072135708,3,2,500,0.5014133049463813,0.04220076859894525,0.6406960613061522,0.016237263002841652,COMPLETE
194,0.9072340425531914,2026-02-12 22:17:46.820573,2026-02-12 22:17:47.066884,0 days 00:00:00.246311,0.9545460226737426,0.2263596251689076,0.26534782580764865,3,2,485,0.5248426040782387,0.13057275305929697,0.6237045701779278,0.012449990500704522,COMPLETE
195,0.8961702127659574,2026-02-12 22:17:47.425957,2026-02-12 22:17:47.689944,0 days 00:00:00.263987,0.95504420617956,0.22522428112395054,0.26153957992649357,3,2,485,0.5188606811180332,0.1351455465741906,0.6008861937527223,0.019332453943149863,COMPLETE
196,0.8927659574468084,2026-02-12 22:17:48.047745,2026-02-12 22:17:48.317987,0 days 00:00:00.270242,0.9683117263149933,0.22898742710253325,0.24433541221590824,3,2,490,0.5323396127527676,0.1080542858265019,0.6260673153762422,0.019666757460921426,COMPLETE
197,0.8995744680851064,2026-02-12 22:17:48.700721,2026-02-12 22:17:48.939402,0 days 00:00:00.238681,0.949001008590767,0.23649759536469903,0.2698890087155779,3,2,478,0.6049940073249286,0.08148905175590347,0.6141135323015152,0.015830702329990006,COMPLETE
198,0.908936170212766,2026-02-12 22:17:49.305562,2026-02-12 22:17:49.558238,0 days 00:00:00.252676,0.9885191816163846,0.18865472203342595,0.2785813565583282,3,2,500,0.47306254190185276,0.10986162763349155,0.6237041391455961,0.02024745064403458,COMPLETE
199,0.851063829787234,2026-02-12 22:17:49.911397,2026-02-12 22:17:50.151609,0 days 00:00:00.240212,0.9810726885747048,0.18607269161792478,0.11278545471654498,3,2,500,0.4714908704641728,0.15731278860642428,0.623841082268139,0.016590288246483367,COMPLETE
